"unid","gender","working","volunteer","leadershiprole","peoplelive","peoplelive_15plus","numchildren","numearnincome","anygrant","anyhhincome","financial_situation_now","financial_situation_5years","givemoney_yes","cft_score","com_score","grit_score","num_score","opt_score","age_squared","survey_year","survey_month"
63921,"0","0","0","1",5,NA,1,1,"1","1",2,8,"0",4,NA,3,NA,4,529,2017,10
52275,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,576,2017,11
79361,"0","0","1","0",4,NA,0,0,"1","0",5,10,"1",7,6,9,4,8,400,2016,6
43460,"0","0","1","1",5,NA,1,1,"1","1",3,5,"0",9,NA,9,NA,2,529,2016,4
71118,"1","0","1","1",3,NA,0,1,"0","1",2,9,"0",5,2,5,NA,4,441,2016,5
17300,"0","0","1","0",3,NA,1,1,"1","1",2,9,"0",6,5,7,6,5,729,2016,11
94240,"1","0","0","0",3,2,0,NA,"0","1",1,6,"0",5,NA,0,NA,7,361,2017,3
37252,"0","0","0","1",5,NA,1,1,"1","1",10,10,"1",4,NA,6,NA,-2,576,2016,3
3217,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,1024,2018,5
21345,"0","0","1","1",4,NA,0,1,"1","1",2,9,"0",5,5,2,3,6,676,2016,7
21356,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,729,2017,12
69620,"0","0","0","0",3,2,0,NA,"1","1",1,5,"0",NA,NA,4,NA,4,484,2017,7
35081,"1","0","1","1",4,NA,1,0,"1","0",3,8,"1",7,6,3,5,3,576,2016,7
15480,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,841,2018,8
89852,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,5,NA,NA,441,2018,5
33101,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,2,2,2,NA,625,2016,9
77153,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,1,NA,NA,400,2016,2
77310,"0","1","0","0",2,1,1,NA,"1","1",1,8,"0",5,NA,9,NA,8,484,2018,2
18038,"0","0","1","0",2,NA,2,1,"1","1",1,5,"0",5,5,5,NA,4,729,2017,1
44690,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,7,0,2,NA,625,2018,7
2853,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,900,2016,2
27610,"0","0","1","0",2,NA,0,1,"1","1",3,8,"0",8,6,5,4,10,625,2016,10
73993,"1","0","1","1",2,NA,0,0,"1","0",4,10,"1",7,7,8,4,2,441,2016,3
93402,"0","0","0","1",2,6,0,NA,"0","1",1,7,"1",6,6,4,4,8,400,2017,5
15603,"0","1","1","0",1,NA,0,1,"0","1",2,7,"0",5,5,3,NA,6,729,2017,2
23142,"0","0","1","1",2,NA,NA,NA,"0","0",NA,NA,NA,3,5,1,NA,NA,625,2016,2
19415,"0","0","0","0",2,NA,1,1,"1","1",2,5,"0",4,5,6,NA,7,676,2016,10
73554,"0","0","0","0",11,10,0,NA,"1","1",4,7,"1",NA,NA,3,NA,4,484,2017,10
45577,"0","0","0","0",2,NA,1,0,"1","0",NA,NA,"0",5,4,1,NA,NA,529,2016,6
73763,"0","0","1","1",3,3,0,NA,"0","1",5,9,"1",NA,NA,1,NA,4,484,2017,9
99775,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,2,NA,NA,289,2016,6
44255,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,3,NA,576,2017,2
46236,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,625,2018,5
11951,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,900,2018,8
55237,"1","0","0","0",9,NA,1,3,"1","1",1,1,"0",6,3,1,1,-3,529,2017,4
85693,"0","0","0","0",9,6,0,NA,"1","1",1,7,"0",NA,NA,3,NA,4,441,2017,12
30828,"0","0","0","0",4,1,0,NA,"0","1",2,4,"1",NA,NA,9,NA,3,676,2018,3
75091,"0","0","1","0",6,0,1,NA,"1","1",1,10,"1",8,NA,0,NA,13,484,2018,1
37037,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,9,4,NA,576,2016,7
33766,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,676,2018,5
77440,"1","1","1","1",6,NA,0,1,"1","1",1,10,"0",3,4,9,NA,7,441,2016,8
92664,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,441,2018,1
12140,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,8,NA,NA,729,2016,2
12908,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,841,2018,1
19930,"0","1","0","0",1,NA,1,1,"0","1",1,7,"1",7,5,2,4,6,729,2017,5
81046,"1","0","1","1",3,NA,0,1,"0","1",4,10,"1",8,NA,4,NA,6,441,2016,9
25948,"0","0","0","0",3,NA,1,2,"1","1",5,1,"1",5,NA,7,NA,-4,625,2016,7
591,"0","0","1","0",4,NA,1,1,"0","1",1,10,"0",5,6,3,3,10,1089,2016,8
56119,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,529,2017,3
14664,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,8,NA,NA,784,2017,5
101418,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,361,2018,6
81005,"1","0","1","0",3,0,0,NA,"0","1",1,5,"0",5,6,5,5,2,441,2017,2
87168,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,484,2018,6
74333,"0","1","0","0",1,NA,0,1,"0","1",1,4,"0",5,NA,5,NA,2,441,2016,12
39079,"1","0","0","0",5,NA,1,2,"0","1",2,8,"1",6,NA,4,NA,4,576,2016,3
64022,"0","0","0","0",10,NA,0,2,"1","1",4,8,"0",8,5,6,5,4,484,2016,6
36980,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,676,2018,5
26572,"0","0","1","0",4,6,1,NA,"1","1",1,10,"1",NA,NA,6,NA,9,676,2017,8
101508,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,361,2018,10
4562,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,961,2018,2
19949,"0","0","0","0",7,NA,1,1,"0","1",2,6,"0",7,7,7,NA,7,676,2016,8
19519,"0","1","0","0",10,NA,3,1,"1","1",2,6,"0",3,NA,5,NA,1,676,2016,11
3302,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,961,2017,2
4096,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,1024,2018,5
55604,"0","0","1","1",5,NA,1,1,"0","1",1,3,"0",6,8,5,2,3,484,2016,6
75660,"1","0","0","0",4,2,0,NA,"1","1",1,5,"0",8,NA,8,NA,3,484,2017,7
87036,"1","1","0","0",3,NA,0,0,"1","0",5,10,"1",3,5,2,NA,2,361,2016,3
8830,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,6,1,NA,NA,900,2018,7
66297,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,8,NA,NA,529,2017,11
55312,"0","0","1","0",5,NA,3,15,"0","1",2,7,"0",3,5,3,NA,4,529,2016,12
13877,"0","0","0","1",5,NA,1,0,"1","0",5,8,"1",10,NA,8,NA,2,729,2016,6
50320,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,625,2018,5
7461,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,6,5,NA,NA,784,2016,2
3817,"0","0","1","1",4,NA,1,1,"1","1",4,8,"1",5,6,5,NA,2,961,2017,5
27125,"0","0","1","0",2,2,0,NA,"0","1",1,8,"0",NA,NA,6,NA,7,676,2017,8
45162,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,2,5,9,NA,NA,576,2016,9
89193,"1","0","0","1",6,NA,0,1,"1","1",4,10,"0",8,6,8,5,4,441,2017,9
63387,"0","0","1","1",6,3,0,NA,"0","1",3,7,"0",NA,NA,9,NA,5,529,2017,10
91279,"1","1","1","0",4,NA,0,1,"1","1",1,6,"0",6,5,3,NA,7,400,2017,3
57632,"0","0","0","0",5,4,0,NA,"0","1",2,6,"0",NA,NA,7,NA,4,576,2018,3
86836,"1","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,NA,9,NA,NA,484,2018,8
3290,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,7,0,6,NA,1089,2018,9
71387,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,NA,NA,484,2016,12
60684,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,1,NA,NA,576,2018,5
8069,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,1,NA,4,NA,NA,900,2017,9
92362,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,400,2017,8
73332,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,8,NA,5,NA,NA,529,2018,6
61722,"1","1","0","0",0,NA,0,0,"0","0",1,5,"0",9,7,2,4,8,484,2016,12
47617,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,9,NA,NA,529,2016,2
95483,"0","0","0","0",7,NA,1,1,"1","1",1,7,"0",1,5,8,NA,6,324,2016,2
79215,"0","0","1","1",7,NA,0,1,"1","1",1,10,"1",6,6,4,NA,9,441,2016,8
32074,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,676,2018,5
54279,"1","0","0","0",4,NA,0,2,"1","1",3,5,"1",5,5,8,NA,0,484,2016,5
28217,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,0,NA,NA,729,2018,6
94069,"1","0","0","0",3,NA,0,1,"0","1",2,10,"1",7,5,9,3,5,361,2016,11
98781,"0","0","0","1",4,NA,0,1,"0","1",4,9,"0",4,4,6,NA,4,324,2016,6
17283,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,4,5,NA,NA,841,2018,8
89151,"1","0","0","0",3,NA,0,0,"1","0",1,7,"0",3,7,8,NA,5,400,2017,2
3328,"0","1","0","0",3,NA,2,1,"1","1",1,4,"1",3,NA,1,NA,4,900,2016,5
47836,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,625,2018,7
2476,"1","0","0","0",2,1,1,NA,"1","1",4,8,"1",NA,NA,3,NA,6,1089,2018,3
43241,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0,3,NA,576,2017,1
9201,"1","1","1","1",0,NA,0,NA,"0","0",1,10,NA,NA,NA,0,NA,9,900,2018,2
70508,"0","0","0","1",2,NA,0,1,"0","1",4,10,"1",5,6,1,NA,7,484,2017,3
82259,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,8,NA,NA,484,2018,9
1431,"0","0","1","1",2,1,1,NA,"1","1",3,10,"1",NA,NA,8,NA,11,1089,2017,12
99659,"0","0","0","0",5,5,0,NA,"0","1",3,6,"0",8,7,9,3,6,324,2017,5
4110,"0","0","1","0",7,3,2,NA,"1","1",2,10,"1",3,6,5,2,7,961,2017,3
63583,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,576,2018,10
10694,"1","0","0","1",10,NA,0,4,"1","1",NA,NA,"0",4,8,1,NA,NA,784,2016,7
59040,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1,NA,NA,484,2016,6
96809,"0","0","1","1",4,2,0,NA,"0","1",2,4,"1",4,NA,6,NA,1,361,2017,7
3105,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,1024,2018,5
7259,"0","0","0","0",2,NA,3,1,"0","1",2,3,"1",5,NA,8,NA,-1,784,2016,5
12949,"1","0","1","0",0,NA,2,0,"1","0",1,7,"0",4,5,2,NA,5,729,2016,2
87403,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,441,2018,5
101174,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,361,2018,6
42749,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,625,2017,11
38528,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,676,2018,8
94514,"0","0","1","1",3,0,0,NA,"0","1",5,8,"0",NA,NA,1,NA,1,400,2018,4
81904,"0","0","0","0",7,0,0,NA,"1","0",1,7,"0",NA,NA,7,NA,6,484,2018,3
32866,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,2,4,NA,625,2017,1
31188,"1","1","0","0",4,NA,0,2,"0","1",5,8,"0",7,7,3,5,3,625,2016,9
38478,"0","0","1","1",2,NA,0,1,"1","1",2,9,"0",8,5,6,3,6,576,2016,3
30013,"1","0","1","1",4,NA,0,2,"1","1",2,8,"1",4,NA,2,NA,7,625,2016,10
6694,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,961,2018,8
2161,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,9,NA,NA,1156,2018,10
40553,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,5,NA,NA,676,2018,7
90082,"0","1","0","0",3,3,0,NA,"0","1",5,10,"1",NA,NA,9,NA,4,441,2017,11
80007,"1","0","1","1",4,4,0,NA,"0","0",1,10,"1",7,NA,7,NA,8,441,2017,5
54576,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,3,NA,529,2017,1
86355,"0","0","0","0",2,2,0,NA,"0","1",1,10,"0",NA,NA,2,NA,8,441,2018,2
38580,"0","0","1","1",7,NA,1,1,"1","1",1,10,"1",6,NA,5,NA,7,625,2017,9
23208,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,9,5,8,4,NA,676,2017,3
85455,"1","1","0","0",10,NA,0,4,"1","1",1,10,"0",5,7,3,NA,11,400,2017,3
87066,"1","1","0","0",1,NA,0,1,"1","1",3,8,"1",1,5,8,NA,4,400,2017,2
33596,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,6,8,NA,NA,676,2018,7
83553,"0","0","0","0",10,NA,0,2,"1","1",1,10,"0",6,6,4,3,8,400,2016,5
42947,"0","0","0","0",4,NA,1,1,"0","1",3,9,"0",6,7,8,3,9,529,2016,4
40468,"1","1","1","1",13,11,0,NA,"1","1",1,10,"1",NA,NA,2,NA,8,625,2018,1
25828,"0","0","0","0",3,NA,0,1,"1","1",3,10,"0",6,8,5,NA,8,625,2016,6
55259,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,576,2018,5
89849,"1","0","0","1",2,NA,0,1,"0","1",1,10,"1",7,4,7,3,12,361,2016,7
72795,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,529,2018,5
63692,"1","1","1","0",1,NA,0,5,"1","1",5,9,"1",7,7,7,4,5,484,2016,4
63078,"1","1","0","0",3,NA,0,1,"1","1",2,8,"1",7,5,0,2,6,484,2016,12
96073,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,5,9,3,NA,400,2018,6
83188,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,7,NA,NA,484,2018,8
101788,"0","0","0","1",7,2,0,NA,"0","1",2,10,"0",NA,NA,9,NA,10,324,2017,6
52028,"1","0","0","1",2,NA,1,2,"0","1",4,10,"1",4,NA,1,NA,4,576,2017,6
46469,"1","0","0","0",0,NA,1,0,"0","0",4,9,"0",4,5,3,NA,5,529,2016,2
432,"0","0","0","0",2,1,2,NA,"0","1",1,10,"0",4,7,7,3,9,1225,2018,2
84960,"1","0","0","0",5,NA,0,1,"1","1",4,8,"0",7,9,7,NA,4,441,2018,1
77785,"0","0","1","1",5,NA,0,1,"1","1",2,4,"0",9,5,4,4,-1,484,2017,8
54045,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,9,NA,NA,625,2018,7
77324,"0","0","0","0",2,0,1,NA,"0","1",1,10,"0",NA,NA,9,NA,10,484,2018,4
9103,"1","1","1","1",2,NA,0,1,"0","1",1,8,"1",8,4,7,NA,10,784,2016,8
30739,"1","0","0","1",6,NA,2,1,"1","1",3,8,"0",5,6,7,4,6,625,2017,4
9751,"1","0","1","1",7,NA,0,2,"1","1",3,6,"0",6,5,8,7,4,784,2016,4
50515,"1","0","0","1",3,0,0,NA,"0","1",1,10,"1",4,NA,7,NA,10,576,2017,12
86846,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,4,NA,NA,441,2018,5
97879,"1","0","0","0",2,2,0,NA,"1","1",1,10,"1",NA,NA,5,NA,9,361,2017,10
63020,"0","0","1","0",1,1,1,NA,"0","1",2,6,"0",NA,NA,9,NA,5,529,2017,6
44386,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,2,3,NA,529,2016,5
60459,"0","0","0","0",4,NA,1,3,"1","1",3,10,"0",3,5,6,NA,6,484,2016,11
37325,"1","1","1","1",6,NA,0,3,"1","1",1,8,"1",5,NA,4,NA,8,625,2017,3
100897,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,361,2018,5
51100,"0","0","1","0",1,1,0,NA,"0","1",3,10,"0",7,5,6,2,8,529,2017,2
39402,"0","0","1","1",8,NA,0,2,"1","1",5,8,"0",7,7,0,4,3,576,2016,10
80977,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,441,2017,8
49244,"0","0","0","0",10,NA,1,3,"1","1",2,10,"1",6,7,7,3,7,529,2016,8
75775,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,9,5,2,8,NA,441,2017,2
25543,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,5,2,3,NA,729,2018,7
64562,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,576,2018,5
80228,"1","0","1","1",0,NA,1,NA,"0","0",5,7,NA,NA,NA,8,NA,4,484,2018,3
21618,"0","0","0","0",1,8,0,NA,"0","1",2,5,"1",6,NA,6,NA,3,676,2017,2
62948,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,576,2018,10
89900,"0","0","0","0",3,0,0,NA,"0","1",4,10,"0",NA,NA,1,NA,7,441,2017,11
23307,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,5,3,NA,625,2016,4
32579,"1","0","1","1",6,NA,1,1,"1","1",3,10,"0",6,4,7,3,6,625,2016,9
20665,"0","1","1","1",2,NA,0,2,"0","1",1,8,"1",7,7,5,5,5,676,2016,5
77801,"1","1","0","0",8,NA,0,2,"1","1",2,1,"1",6,7,2,NA,1,484,2017,11
102070,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,6,6,3,NA,324,2018,7
81917,"0","1","0","1",1,15,0,NA,"0","1",4,8,"1",8,7,1,7,6,441,2017,9
70456,"1","0","1","1",3,NA,0,0,"1","0",1,10,"1",3,6,7,NA,7,441,2016,5
77246,"0","0","0","0",3,1,0,NA,"0","1",2,6,"0",4,NA,1,NA,2,484,2017,10
76759,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,3,NA,9,NA,NA,529,2018,5
72650,"1","0","0","1",3,NA,0,1,"0","1",1,10,"0",6,4,8,4,15,484,2017,8
93598,"1","1","0","1",4,4,0,NA,"1","1",4,10,"1",4,NA,0,NA,9,361,2017,3
16567,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,729,2016,8
4487,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,7,3,5,NA,1024,2018,6
66654,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,NA,9,NA,NA,441,2016,4
31553,"0","1","1","1",6,3,0,NA,"1","1",1,5,"1",NA,NA,7,NA,4,676,2018,1
13529,"0","0","1","0",1,NA,1,1,"0","1",1,10,"1",4,5,0,NA,8,729,2016,3
65847,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,529,2017,6
18827,"0","0","1","0",7,NA,1,1,"1","1",1,5,"0",7,6,3,3,3,676,2016,9
97833,"1","1","0","0",5,3,0,NA,"1","1",1,5,"1",7,5,0,2,2,361,2017,5
46378,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,5,7,4,NA,625,2018,8
3978,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1024,2018,1
15636,"0","0","0","0",3,NA,2,1,"1","1",1,4,"1",4,NA,1,NA,2,729,2016,7
80443,"1","0","1","1",5,NA,0,2,"0","1",2,8,"1",7,6,9,5,7,441,2016,11
51071,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,5,1,NA,NA,625,2018,7
90115,"0","0","1","1",4,NA,0,1,"1","1",1,10,"1",4,5,7,NA,13,361,2016,3
30402,"0","0","0","0",2,NA,1,1,"1","1",NA,NA,"0",3,4,8,NA,NA,576,2016,2
81214,"0","0","0","1",2,1,0,NA,"0","1",3,7,"0",5,NA,3,NA,10,441,2017,2
36336,"1","0","0","1",4,NA,0,1,"1","1",7,10,"1",4,5,9,NA,5,576,2016,3
89831,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,441,2017,11
79238,"0","0","0","0",3,2,1,NA,"1","1",2,9,"0",6,NA,2,NA,12,441,2017,3
55495,"0","0","0","0",7,2,2,NA,"1","1",4,9,"1",NA,NA,9,NA,2,576,2018,3
63279,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,3,2,NA,NA,484,2016,9
13662,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,7,NA,NA,729,2016,10
13034,"0","0","0","0",3,NA,0,1,"0","1",2,7,"0",4,NA,9,NA,8,729,2016,2
89636,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,441,2018,5
2414,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,4,NA,NA,1089,2018,6
92580,"0","0","0","1",7,3,0,NA,"1","1",2,10,"1",3,NA,7,NA,7,400,2017,6
43483,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,7,4,1,NA,NA,676,2018,7
33351,"0","0","0","0",5,NA,1,2,"1","1",5,9,"0",5,4,8,NA,5,625,2016,11
35146,"0","0","0","0",10,NA,2,2,"0","1",1,10,"1",5,5,9,NA,11,576,2016,5
98484,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,361,2017,5
48644,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,NA,NA,576,2017,6
66132,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,529,2018,5
83807,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,4,NA,4,NA,NA,441,2017,2
64189,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,6,6,3,4,NA,576,2018,9
4946,"0","0","1","1",6,4,0,NA,"0","1",1,10,"1",NA,NA,8,NA,8,961,2017,11
29850,"1","0","1","0",6,NA,0,1,"1","1",3,7,"0",6,5,3,3,5,625,2016,4
87740,"1","1","0","0",5,3,0,NA,"0","1",5,9,"1",NA,NA,0,NA,10,441,2017,11
61434,"0","0","0","0",1,NA,0,1,"1","1",1,10,"0",6,7,6,3,6,484,2016,6
16531,"0","1","0","0",3,1,2,NA,"1","1",3,10,"1",7,5,0,3,5,784,2018,2
99632,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,8,NA,NA,361,2018,5
5886,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,3,NA,NA,961,2018,5
32896,"0","1","0","0",3,2,1,NA,"1","1",4,7,"1",NA,NA,0,NA,2,676,2018,4
59755,"0","0","0","1",5,3,1,NA,"1","1",1,10,"0",4,NA,3,NA,10,529,2017,6
45201,"0","0","0","0",4,NA,1,1,"0","1",1,5,"1",6,NA,6,NA,5,529,2016,6
19684,"0","0","0","1",NA,NA,1,NA,"0","0",NA,NA,"0",3,2,4,NA,NA,676,2016,2
26965,"0","0","0","0",0,NA,0,0,"0","0",1,8,"0",7,7,4,NA,8,676,2017,4
55782,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,576,2018,6
27827,"1","0","1","1",2,NA,1,2,"0","1",1,6,"1",7,4,3,2,9,625,2016,4
3642,"0","0","0","0",2,NA,2,1,"0","1",3,7,"0",7,6,4,3,7,900,2016,2
49463,"1","0","0","0",7,NA,0,1,"1","1",5,10,"0",5,8,5,NA,8,529,2016,6
58601,"0","0","1","0",2,NA,0,1,"0","1",3,6,"1",4,NA,9,NA,3,484,2016,8
13049,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,2,NA,NA,900,2018,10
13753,"1","0","1","0",2,5,1,NA,"0","1",2,5,"0",8,NA,1,NA,2,784,2017,5
46018,"1","0","1","1",1,1,0,NA,"0","1",4,9,"0",6,NA,3,NA,8,576,2017,9
16817,"1","0","0","1",0,NA,1,NA,"0","0",2,8,NA,NA,NA,6,NA,6,784,2017,12
69541,"1","0","0","0",9,3,0,NA,"1","1",4,8,"0",NA,NA,6,NA,3,529,2017,11
32323,"0","0","1","1",5,NA,1,1,"1","1",3,10,"1",6,5,0,2,11,676,2018,1
78454,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,6,NA,NA,484,2018,5
60895,"1","1","0","0",3,1,0,NA,"0","1",2,7,"0",7,8,8,6,8,529,2017,7
43962,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,9,NA,NA,529,2016,2
6512,"0","1","0","0",2,NA,1,0,"0","0",3,7,"1",7,4,2,NA,4,841,2016,5
33404,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,5,5,3,NA,NA,625,2017,2
